hospital,score,top_keywords,n_review,keyword_coverage,keyword_freq,keyword_matched
인애한의원,-3.0,"친절,자세한 설명,추천",2,1.0,"{'친절': 4, '자세한 설명': 2, '추천': 1}","['친절', '자세한 설명', '추천']"
임명준안과의원,-3.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 20, '청결': 6, '친절': 18}","['대기시간', '청결', '친절']"
삼혜이비인후과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 28, '자세한 설명': 68, '친절': 76}","['대기시간', '자세한 설명', '친절']"
이주석치과의원,-3.0,"친절,청결,자세한 설명",2,1.0,"{'친절': 58, '청결': 46, '자세한 설명': 56}","['친절', '청결', '자세한 설명']"
윤영근내과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 36, '대기시간': 26, '친절': 48}","['자세한 설명', '대기시간', '친절']"
윤홍선내과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 128, '자세한 설명': 90, '대기시간': 12}","['친절', '자세한 설명', '대기시간']"
은혜부부치과의원은혜부부치과의원,-3.0,"친절,자세한 설명,비쌈",2,1.0,"{'친절': 5, '자세한 설명': 6, '비쌈': 3}","['친절', '자세한 설명', '비쌈']"
이가영산부인과의원,-3.0,"친절,대기시간,불친절",6,1.0,"{'친절': 37, '대기시간': 12, '불친절': 1}","['친절', '대기시간', '불친절']"
삼성본정형외과의원,-3.0,"친절,청결,자세한 설명",2,1.0,"{'친절': 118, '청결': 92, '자세한 설명': 102}","['친절', '청결', '자세한 설명']"
삼성프렌드의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 54, '자세한 설명': 51, '대기시간': 15}","['친절', '자세한 설명', '대기시간']"
샛별의원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 22, '자세한 설명': 52, '비쌈': 8}","['대기시간', '자세한 설명', '비쌈']"
생기한의원,-3.0,"자세한 설명,친절,비쌈",2,1.0,"{'자세한 설명': 4, '친절': 4, '비쌈': 1}","['자세한 설명', '친절', '비쌈']"
샤인치과교정과치과병원,-3.0,"비쌈,친절,자세한 설명",2,1.0,"{'비쌈': 16, '친절': 35, '자세한 설명': 19}","['비쌈', '친절', '자세한 설명']"
서울H치과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 23, '자세한 설명': 15, '대기시간': 16}","['친절', '자세한 설명', '대기시간']"
이든피부과의원,-3.0,"대기시간,자세한 설명,과잉진료",2,1.0,"{'대기시간': 204, '자세한 설명': 520, '과잉진료': 48}","['대기시간', '자세한 설명', '과잉진료']"
이문연합의원,-3.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 60, '청결': 90, '친절': 120}","['대기시간', '청결', '친절']"
이지성이비인후과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 17, '친절': 18, '자세한 설명': 5}","['대기시간', '친절', '자세한 설명']"
이지현내과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 80, '자세한 설명': 134, '친절': 154}","['대기시간', '자세한 설명', '친절']"
이피부과의원,-3.0,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 7, '친절': 11, '대기시간': 3}","['자세한 설명', '친절', '대기시간']"
이필상정형외과의원,-3.0,"대기시간,자세한 설명,과잉진료",2,1.0,"{'대기시간': 26, '자세한 설명': 8, '과잉진료': 9}","['대기시간', '자세한 설명', '과잉진료']"
자연과한의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 10, '친절': 24, '자세한 설명': 20}","['대기시간', '친절', '자세한 설명']"
자하연치과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 8, '친절': 16, '자세한 설명': 16}","['대기시간', '친절', '자세한 설명']"
유내과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 5, '자세한 설명': 3, '대기시간': 1}","['친절', '자세한 설명', '대기시간']"
유씨캘리포니아치과의원,-3.0,"친절,자세한 설명,청결",2,1.0,"{'친절': 30, '자세한 설명': 30, '청결': 20}","['친절', '자세한 설명', '청결']"
유앤영피부과 노원점,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 18, '자세한 설명': 24, '비쌈': 9}","['대기시간', '자세한 설명', '비쌈']"
상계예일내과의원,-3.0,"대기시간,자세한 설명,친절",4,1.0,"{'대기시간': 5, '자세한 설명': 4, '친절': 3}","['대기시간', '자세한 설명', '친절']"
서울동아의원,-3.0,"친절,대기시간,추천",2,1.0,"{'친절': 3, '대기시간': 1, '추천': 1}","['친절', '대기시간', '추천']"
서울맑은눈안과의원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 58, '자세한 설명': 176, '비쌈': 14}","['대기시간', '자세한 설명', '비쌈']"
서울맥마취통증의학과의원,-3.0,"친절,자세한 설명,대기시간",3,1.0,"{'친절': 11, '자세한 설명': 2, '대기시간': 5}","['친절', '자세한 설명', '대기시간']"
서울미래정형외과,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 30, '자세한 설명': 64, '친절': 68}","['대기시간', '자세한 설명', '친절']"
유항맥서울외과 의원,-3.0,"대기시간,비쌈,친절",2,1.0,"{'대기시간': 36, '비쌈': 24, '친절': 201}","['대기시간', '비쌈', '친절']"
베드로신경정신과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 28, '친절': 46, '자세한 설명': 38}","['대기시간', '친절', '자세한 설명']"
이혁준정형외과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 117, '대기시간': 51, '친절': 141}","['자세한 설명', '대기시간', '친절']"
이홍수안과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 56, '자세한 설명': 60, '대기시간': 18}","['친절', '자세한 설명', '대기시간']"
바로마취통증의학과의원,-3.0,"자세한 설명,청결,친절",2,1.0,"{'자세한 설명': 24, '청결': 14, '친절': 24}","['자세한 설명', '청결', '친절']"
바른이비인후과의원,-3.0,"친절,대기시간,불친절",6,1.0,"{'친절': 5, '대기시간': 7, '불친절': 1}","['친절', '대기시간', '불친절']"
재단법인자생의료재단노원자생한방병원,-3.0,"친절,대기시간,비쌈",3,1.0,"{'친절': 1, '대기시간': 1, '비쌈': 1}","['친절', '대기시간', '비쌈']"
정릉성모외과의원,-3.0,"친절,청결,자세한 설명",2,1.0,"{'친절': 48, '청결': 32, '자세한 설명': 36}","['친절', '청결', '자세한 설명']"
정릉재활의학과의원,-3.0,"친절,청결,자세한 설명",2,1.0,"{'친절': 14, '청결': 8, '자세한 설명': 12}","['친절', '청결', '자세한 설명']"
밝은미래안과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 36, '자세한 설명': 18, '대기시간': 15}","['친절', '자세한 설명', '대기시간']"
방대홍영상의학과의원,-3.0,"친절,대기시간,시설",2,1.0,"{'친절': 5, '대기시간': 1, '시설': 2}","['친절', '대기시간', '시설']"
국민건강내과의원,-3.0,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 78, '친절': 90, '청결': 66}","['자세한 설명', '친절', '청결']"
굿모닝이비인후과의원,-3.0,"대기시간,자세한 설명,청결",2,1.0,"{'대기시간': 46, '자세한 설명': 118, '청결': 86}","['대기시간', '자세한 설명', '청결']"
서울민치과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 8, '자세한 설명': 18, '친절': 16}","['대기시간', '자세한 설명', '친절']"
서울베스트치과의원,-3.0,"청결,자세한 설명,대기시간",2,1.0,"{'청결': 14, '자세한 설명': 20, '대기시간': 6}","['청결', '자세한 설명', '대기시간']"
서울삼성내과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 13, '친절': 16, '자세한 설명': 5}","['대기시간', '친절', '자세한 설명']"
서울성모정형외과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 14, '친절': 21, '자세한 설명': 12}","['대기시간', '친절', '자세한 설명']"
미래정형외과의원,-3.0,"대기시간,비쌈,자세한 설명",2,1.0,"{'대기시간': 39, '비쌈': 12, '자세한 설명': 105}","['대기시간', '비쌈', '자세한 설명']"
미소EYE안과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 17, '대기시간': 12, '친절': 17}","['자세한 설명', '대기시간', '친절']"
정이비인후과의원,-3.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 17, '청결': 57, '친절': 77}","['대기시간', '청결', '친절']"
제니산부인과의원,-3.0,"친절,자세한 설명,비쌈",2,1.0,"{'친절': 228, '자세한 설명': 186, '비쌈': 24}","['친절', '자세한 설명', '비쌈']"
제민통합내과정형외과의원,-3.0,"대기시간,친절,자세한 설명",4,1.0,"{'대기시간': 16, '친절': 20, '자세한 설명': 13}","['대기시간', '친절', '자세한 설명']"
우신향병원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 30, '친절': 78, '자세한 설명': 57}","['대기시간', '친절', '자세한 설명']"
월곡순정형외과의원,-3.0,"대기시간,과잉진료,청결",2,1.0,"{'대기시간': 24, '과잉진료': 21, '청결': 78}","['대기시간', '과잉진료', '청결']"
월곡연세가정의학과의원,-3.0,"청결,친절,자세한 설명",2,1.0,"{'청결': 12, '친절': 18, '자세한 설명': 14}","['청결', '친절', '자세한 설명']"
서울미래치과의원,-3.0,"비쌈,친절,과잉진료",2,1.0,"{'비쌈': 6, '친절': 32, '과잉진료': 6}","['비쌈', '친절', '과잉진료']"
유피부과의원,-3.0,"대기시간,친절,시설",4,1.0,"{'대기시간': 7, '친절': 8, '시설': 3}","['대기시간', '친절', '시설']"
김안과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 39, '대기시간': 18, '친절': 46}","['자세한 설명', '대기시간', '친절']"
김앤김안과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 186, '대기시간': 58, '친절': 174}","['자세한 설명', '대기시간', '친절']"
기린i소아청소년과의원,-3.0,"자세한 설명,청결,친절",2,1.0,"{'자세한 설명': 3, '청결': 5, '친절': 7}","['자세한 설명', '청결', '친절']"
길음연세치과의원,-3.0,"친절,청결,자세한 설명",2,1.0,"{'친절': 20, '청결': 10, '자세한 설명': 14}","['친절', '청결', '자세한 설명']"
김동일내과의원,-3.0,"친절,자세한 설명,청결",2,1.0,"{'친절': 3, '자세한 설명': 2, '청결': 2}","['친절', '자세한 설명', '청결']"
한정형외과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 12, '자세한 설명': 6, '친절': 13}","['대기시간', '자세한 설명', '친절']"
미즈아이프라자산부인과의원,-3.0,"비쌈,자세한 설명,대기시간",2,1.0,"{'비쌈': 9, '자세한 설명': 12, '대기시간': 19}","['비쌈', '자세한 설명', '대기시간']"
미즈아인산부인과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 27, '대기시간': 5, '친절': 30}","['자세한 설명', '대기시간', '친절']"
메이저피부과의원 성신여대역,-3.0,"대기시간,비쌈,자세한 설명",2,1.0,"{'대기시간': 58, '비쌈': 30, '자세한 설명': 128}","['대기시간', '비쌈', '자세한 설명']"
명안과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 34, '자세한 설명': 68, '친절': 100}","['대기시간', '자세한 설명', '친절']"
제일정형외과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 19, '친절': 9, '자세한 설명': 6}","['대기시간', '친절', '자세한 설명']"
조은안과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 114, '자세한 설명': 84, '대기시간': 20}","['친절', '자세한 설명', '대기시간']"
마디콕마취통증의학과의원,-3.0,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 40, '친절': 62, '청결': 34}","['자세한 설명', '친절', '청결']"
마음함께정신건강의학과의원,-3.0,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 6, '대기시간': 1, '자세한 설명': 1}","['친절', '대기시간', '자세한 설명']"
마이키즈치과의원,-3.0,"친절,대기시간,자세한 설명",2,1.0,"{'친절': 5, '대기시간': 5, '자세한 설명': 2}","['친절', '대기시간', '자세한 설명']"
요셉이비인후과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 11, '친절': 35, '자세한 설명': 29}","['대기시간', '친절', '자세한 설명']"
성북삼성정형외과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 28, '자세한 설명': 66, '친절': 94}","['대기시간', '자세한 설명', '친절']"
서울의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 24, '친절': 61, '자세한 설명': 40}","['대기시간', '친절', '자세한 설명']"
서울이비인후과의원,-3.0,"청결,친절,자세한 설명",2,1.0,"{'청결': 11, '친절': 12, '자세한 설명': 12}","['청결', '친절', '자세한 설명']"
서울이튼치과의원,-3.0,"비쌈,대기시간,과잉진료",2,1.0,"{'비쌈': 12, '대기시간': 8, '과잉진료': 8}","['비쌈', '대기시간', '과잉진료']"
서울좋은치과의원,-3.0,"자세한 설명,과잉진료,비쌈",2,1.0,"{'자세한 설명': 98, '과잉진료': 6, '비쌈': 16}","['자세한 설명', '과잉진료', '비쌈']"
서울아이센터안과의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 98, '대기시간': 60, '친절': 118}","['자세한 설명', '대기시간', '친절']"
서울아이정신과의원,-3.0,"비쌈,대기시간,친절",2,0.6666666666666666,"{'비쌈': 2, '대기시간': 1, '친절': 0}","['비쌈', '대기시간']"
만세정형외과의원,-3.0,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 102, '대기시간': 24, '비쌈': 27}","['자세한 설명', '대기시간', '비쌈']"
맑은성모이비인후과의원,-3.0,"친절,대기시간,청결",2,1.0,"{'친절': 62, '대기시간': 10, '청결': 42}","['친절', '대기시간', '청결']"
하계성모의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 5, '자세한 설명': 3, '대기시간': 2}","['친절', '자세한 설명', '대기시간']"
하늘꽃한의원,-3.0,"친절,자세한 설명,청결",2,1.0,"{'친절': 16, '자세한 설명': 8, '청결': 8}","['친절', '자세한 설명', '청결']"
서울휴치과의원,-3.0,"대기시간,청결,비쌈",2,1.0,"{'대기시간': 4, '청결': 16, '비쌈': 6}","['대기시간', '청결', '비쌈']"
석계탑치과의원,-3.0,"친절,자세한 설명,과잉진료",4,1.0,"{'친절': 20, '자세한 설명': 12, '과잉진료': 4}","['친절', '자세한 설명', '과잉진료']"
석관서울좋은치과의원,-3.0,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 30, '친절': 40, '청결': 22}","['자세한 설명', '친절', '청결']"
솔재활의학과의원,-3.0,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 3, '친절': 3, '대기시간': 4}","['자세한 설명', '친절', '대기시간']"
송이여성의원,-3.0,"자세한 설명,대기시간,친절",2,1.0,"{'자세한 설명': 72, '대기시간': 30, '친절': 99}","['자세한 설명', '대기시간', '친절']"
서울준치과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 63, '자세한 설명': 44, '대기시간': 18}","['친절', '자세한 설명', '대기시간']"
서울진피부과의원,-3.0,"비쌈,대기시간,자세한 설명",6,1.0,"{'비쌈': 14, '대기시간': 46, '자세한 설명': 28}","['비쌈', '대기시간', '자세한 설명']"
서울척병원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 150, '자세한 설명': 770, '비쌈': 100}","['대기시간', '자세한 설명', '비쌈']"
서울치과의원,-3.0,"친절,대기시간,자세한 설명",4,1.0,"{'친절': 20, '대기시간': 8, '자세한 설명': 13}","['친절', '대기시간', '자세한 설명']"
서울플러스안과의원,-3.0,"대기시간,자세한 설명,친절",4,1.0,"{'대기시간': 33, '자세한 설명': 29, '친절': 53}","['대기시간', '자세한 설명', '친절']"
서울필치과의원,-3.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 6, '청결': 14, '친절': 22}","['대기시간', '청결', '친절']"
서울하나내과의원,-3.0,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 38, '친절': 42, '대기시간': 8}","['자세한 설명', '친절', '대기시간']"
서울하이안치과의원 노원점,-3.0,"친절,자세한 설명,청결",2,1.0,"{'친절': 30, '자세한 설명': 23, '청결': 6}","['친절', '자세한 설명', '청결']"
올바른마취통증의학과의원,-3.0,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 30, '친절': 40, '대기시간': 8}","['자세한 설명', '친절', '대기시간']"
한국안과의원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 34, '자세한 설명': 54, '비쌈': 6}","['대기시간', '자세한 설명', '비쌈']"
김두현치과의원,-3.0,"친절,대기시간,청결",2,1.0,"{'친절': 16, '대기시간': 8, '청결': 14}","['친절', '대기시간', '청결']"
김백선내과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 24, '자세한 설명': 26, '대기시간': 4}","['친절', '자세한 설명', '대기시간']"
김성희이비인후과,-3.0,"자세한 설명,친절,대기시간",2,1.0,"{'자세한 설명': 13, '친절': 10, '대기시간': 3}","['자세한 설명', '친절', '대기시간']"
더편한치과의원,-3.0,"대기시간,비쌈,친절",2,1.0,"{'대기시간': 26, '비쌈': 32, '친절': 198}","['대기시간', '비쌈', '친절']"
맑은의원,-3.0,"청결,친절,자세한 설명",2,1.0,"{'청결': 20, '친절': 30, '자세한 설명': 24}","['청결', '친절', '자세한 설명']"
메디아이여성병원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 62, '자세한 설명': 89, '친절': 105}","['대기시간', '자세한 설명', '친절']"
루시나산부인과,-3.0,"자세한 설명,대기시간,청결",2,1.0,"{'자세한 설명': 126, '대기시간': 42, '청결': 96}","['자세한 설명', '대기시간', '청결']"
류승관내과의원,-3.0,"자세한 설명,대기시간,시설",2,1.0,"{'자세한 설명': 2, '대기시간': 3, '시설': 1}","['자세한 설명', '대기시간', '시설']"
류용도치과의원,-3.0,"대기시간,친절,청결",2,1.0,"{'대기시간': 14, '친절': 13, '청결': 9}","['대기시간', '친절', '청결']"
좋은안과의원,-3.0,"대기시간,자세한 설명,청결",2,1.0,"{'대기시간': 28, '자세한 설명': 82, '청결': 74}","['대기시간', '자세한 설명', '청결']"
중계본정형외과의원,-3.0,"친절,청결,대기시간",6,1.0,"{'친절': 18, '청결': 7, '대기시간': 9}","['친절', '청결', '대기시간']"
중계성모정형외과의원,-3.0,"대기시간,과잉진료,친절",2,1.0,"{'대기시간': 5, '과잉진료': 1, '친절': 8}","['대기시간', '과잉진료', '친절']"
두리이비인후과의원,-3.0,"대기시간,자세한 설명,시설",2,1.0,"{'대기시간': 4, '자세한 설명': 12, '시설': 5}","['대기시간', '자세한 설명', '시설']"
척척명의원,-3.0,"자세한 설명,비쌈,대기시간",2,1.0,"{'자세한 설명': 43, '비쌈': 12, '대기시간': 8}","['자세한 설명', '비쌈', '대기시간']"
초이스이비인후과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 16, '자세한 설명': 17, '대기시간': 5}","['친절', '자세한 설명', '대기시간']"
초이스피부과의원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 42, '자세한 설명': 26, '비쌈': 9}","['대기시간', '자세한 설명', '비쌈']"
듀오피부과의원,-3.0,"비쌈,자세한 설명,대기시간",2,1.0,"{'비쌈': 72, '자세한 설명': 369, '대기시간': 117}","['비쌈', '자세한 설명', '대기시간']"
드림이비인후과의원,-3.0,"대기시간,친절,과잉진료",2,1.0,"{'대기시간': 4, '친절': 6, '과잉진료': 1}","['대기시간', '친절', '과잉진료']"
디자인치과의원,-3.0,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 34, '대기시간': 13, '비쌈': 14}","['자세한 설명', '대기시간', '비쌈']"
설명한의원,-3.0,"친절,대기시간,청결",2,1.0,"{'친절': 15, '대기시간': 5, '청결': 4}","['친절', '대기시간', '청결']"
수락신경외과의원,-3.0,"대기시간,친절,청결",2,1.0,"{'대기시간': 5, '친절': 1, '청결': 2}","['대기시간', '친절', '청결']"
수재활의학과의원,-3.0,"친절,자세한 설명,대기시간",4,1.0,"{'친절': 76, '자세한 설명': 51, '대기시간': 40}","['친절', '자세한 설명', '대기시간']"
성북성심신경과의원,-3.0,"대기시간,비쌈,자세한 설명",2,1.0,"{'대기시간': 36, '비쌈': 18, '자세한 설명': 99}","['대기시간', '비쌈', '자세한 설명']"
예원내과의원,-3.0,"대기시간,친절,시설",4,1.0,"{'대기시간': 7, '친절': 5, '시설': 1}","['대기시간', '친절', '시설']"
예지미의원 동덕여대점,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 46, '자세한 설명': 72, '비쌈': 14}","['대기시간', '자세한 설명', '비쌈']"
예지인치과의원,-3.0,"자세한 설명,과잉진료,비쌈",2,1.0,"{'자세한 설명': 46, '과잉진료': 12, '비쌈': 14}","['자세한 설명', '과잉진료', '비쌈']"
오라쁘띠의원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 48, '자세한 설명': 90, '비쌈': 24}","['대기시간', '자세한 설명', '비쌈']"
오상빈정형외과의원,-3.0,"대기시간,친절,불친절",2,1.0,"{'대기시간': 16, '친절': 46, '불친절': 2}","['대기시간', '친절', '불친절']"
오아로피부과의원,-3.0,"자세한 설명,대기시간,비쌈",2,1.0,"{'자세한 설명': 33, '대기시간': 25, '비쌈': 15}","['자세한 설명', '대기시간', '비쌈']"
오안과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 24, '자세한 설명': 72, '친절': 58}","['대기시간', '자세한 설명', '친절']"
지성경희한의원,-3.0,"자세한 설명,친절,청결",2,1.0,"{'자세한 설명': 8, '친절': 6, '청결': 4}","['자세한 설명', '친절', '청결']"
지음치과의원,-3.0,"친절,비쌈,대기시간",2,1.0,"{'친절': 7, '비쌈': 4, '대기시간': 2}","['친절', '비쌈', '대기시간']"
노원스카이정형외과의원,-3.0,"친절,청결,자세한 설명",2,1.0,"{'친절': 24, '청결': 10, '자세한 설명': 16}","['친절', '청결', '자세한 설명']"
더행복한산부인과의원,-3.0,"비쌈,친절,과잉진료",2,1.0,"{'비쌈': 108, '친절': 561, '과잉진료': 60}","['비쌈', '친절', '과잉진료']"
돈암고운세상피부과의원,-3.0,"대기시간,자세한 설명,비쌈",2,1.0,"{'대기시간': 104, '자세한 설명': 244, '비쌈': 116}","['대기시간', '자세한 설명', '비쌈']"
닥터쁘띠의원,-3.0,"자세한 설명,비쌈,친절",2,1.0,"{'자세한 설명': 18, '비쌈': 18, '친절': 41}","['자세한 설명', '비쌈', '친절']"
닥터에버스의원 노원,-3.0,"과잉진료,비쌈,친절",2,1.0,"{'과잉진료': 1, '비쌈': 16, '친절': 11}","['과잉진료', '비쌈', '친절']"
닥터큐의원,-3.0,"비쌈,자세한 설명,친절",2,1.0,"{'비쌈': 6, '자세한 설명': 7, '친절': 3}","['비쌈', '자세한 설명', '친절']"
더꼼꼼한치과의원,-3.0,"자세한 설명,청결,대기시간",2,1.0,"{'자세한 설명': 118, '청결': 86, '대기시간': 24}","['자세한 설명', '청결', '대기시간']"
더서울병원,-3.0,"대기시간,비쌈,자세한 설명",2,1.0,"{'대기시간': 96, '비쌈': 27, '자세한 설명': 246}","['대기시간', '비쌈', '자세한 설명']"
참튼튼병원 노원점,-3.0,"친절,자세한 설명,비쌈",2,1.0,"{'친절': 21, '자세한 설명': 27, '비쌈': 6}","['친절', '자세한 설명', '비쌈']"
태능성심정신건강의학과의원,-3.0,"대기시간,비쌈,친절",2,1.0,"{'대기시간': 19, '비쌈': 6, '친절': 11}","['대기시간', '비쌈', '친절']"
태릉밝은안과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 28, '자세한 설명': 33, '친절': 47}","['대기시간', '자세한 설명', '친절']"
남이비인후과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 7, '친절': 10, '자세한 설명': 4}","['대기시간', '친절', '자세한 설명']"
뉴욕엔와이유치과의원,-3.0,"비쌈,대기시간,청결",2,1.0,"{'비쌈': 16, '대기시간': 16, '청결': 56}","['비쌈', '대기시간', '청결']"
다사랑산부인과의원,-3.0,"과잉진료,친절,불친절",4,1.0,"{'과잉진료': 3, '친절': 5, '불친절': 1}","['과잉진료', '친절', '불친절']"
다인치과병원,-3.0,"대기시간,친절,비쌈",4,1.0,"{'대기시간': 26, '친절': 41, '비쌈': 16}","['대기시간', '친절', '비쌈']"
닥터로피부과의원,-3.0,"친절,대기시간,자세한 설명",4,1.0,"{'친절': 20, '대기시간': 14, '자세한 설명': 16}","['친절', '대기시간', '자세한 설명']"
최비뇨기과의원,-3.0,"대기시간,친절",2,1.0,"{'대기시간': 2, '친절': 2}","['대기시간', '친절']"
안산부인과의원,-3.0,"비쌈,대기시간,청결",2,1.0,"{'비쌈': 27, '대기시간': 57, '청결': 129}","['비쌈', '대기시간', '청결']"
아리랑가정의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 33, '친절': 153, '자세한 설명': 114}","['대기시간', '친절', '자세한 설명']"
성북성심정형외과의원,-3.0,"비쌈,대기시간,자세한 설명",2,1.0,"{'비쌈': 18, '대기시간': 24, '자세한 설명': 63}","['비쌈', '대기시간', '자세한 설명']"
성북우리아이들병원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 308, '자세한 설명': 268, '대기시간': 88}","['친절', '자세한 설명', '대기시간']"
성북이엔이치과의원,-3.0,"비쌈,친절,자세한 설명",2,1.0,"{'비쌈': 10, '친절': 12, '자세한 설명': 12}","['비쌈', '친절', '자세한 설명']"
성북정형외과의원,-3.0,"대기시간,청결,친절",2,1.0,"{'대기시간': 8, '청결': 12, '친절': 10}","['대기시간', '청결', '친절']"
세브란스치과의원,-3.0,"친절,대기시간,비쌈",2,1.0,"{'친절': 5, '대기시간': 5, '비쌈': 2}","['친절', '대기시간', '비쌈']"
연치과의원,-3.0,"대기시간,자세한 설명,친절",2,1.0,"{'대기시간': 4, '자세한 설명': 4, '친절': 3}","['대기시간', '자세한 설명', '친절']"
열린산부인과,-3.0,"자세한 설명,친절,과잉진료",2,1.0,"{'자세한 설명': 165, '친절': 204, '과잉진료': 9}","['자세한 설명', '친절', '과잉진료']"
예쁨주의쁨의원,-3.0,"대기시간,비쌈,친절",2,1.0,"{'대기시간': 10, '비쌈': 6, '친절': 30}","['대기시간', '비쌈', '친절']"
최진수안과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 9, '친절': 13, '자세한 설명': 11}","['대기시간', '친절', '자세한 설명']"
캘리포니아치과의원,-3.0,"대기시간,불친절,자세한 설명",2,0.6666666666666666,"{'대기시간': 2, '불친절': 0, '자세한 설명': 2}","['대기시간', '자세한 설명']"
테마가있는치과의원,-3.0,"대기시간,자세한 설명,과잉진료",2,1.0,"{'대기시간': 12, '자세한 설명': 62, '과잉진료': 14}","['대기시간', '자세한 설명', '과잉진료']"
파티마의원,-3.0,"친절,자세한 설명,대기시간",4,1.0,"{'친절': 13, '자세한 설명': 4, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
파티마피부과의원,-3.0,"대기시간,친절,자세한 설명",2,1.0,"{'대기시간': 11, '친절': 6, '자세한 설명': 6}","['대기시간', '친절', '자세한 설명']"
퍼스트 성모안과의원,-3.0,"친절,자세한 설명,대기시간",2,1.0,"{'친절': 18, '자세한 설명': 11, '대기시간': 3}","['친절', '자세한 설명', '대기시간']"
