hospital_id,hospital_name,telephone,opening_hours,weekday_lunch,weekend_lunch,medical_subject,address
71056,W서울화이트치과의원,02-906-2080,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-20:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 월계동 947 롯데캐슬상가 205호 화이트치과
71154,경귀준치과의원,02-979-2678,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00",12:30:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 하계동 270 우성아파트
71226,고배성이비인후과의원,02-936-3553,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"이비인후과, 성형외과, 소아청소년과, 피부과",서울 노원구 상계동 602-3 현성빌딩
71325,그레이스힐 요양병원,02-934-1300,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"내과, 신경과, 외과, 정형외과, 신경외과, 피부과, 재활의학과, 가정의학과, 한방내과, 침구과, 한방재활의학과",서울 노원구 상계동 366-4 대감프라자빌딩 3~7층
71414,김이비인후과의원,02-934-9034,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-13:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,이비인후과,서울 노원구 상계동 1132-144 수락프라자
71540,늘사랑의원,02-979-0311,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00, holiday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",서울 노원구 하계동 256 중계주공9단지 상가 201호
7190,박창후치과의원,02-938-3355,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 상계동 649-7 다모아빌딩
71993,박경숙산부인과의원,02-933-9230,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 14:00:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:00:00-13:00:00",12:30:00-14:00:00,00:00:00-00:00:00,산부인과,서울 노원구 중계동 360-7 세신프라자빌딩 2층
72026,박현숙소아과의원,02-974-2025,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"소아청소년과, 내과, 이비인후과, 피부과",서울 노원구 공릉동 577-7
72050,백두산한의원,02-978-0102,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-17:00:00, sunday 09:00:00-17:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",서울 노원구 하계동 256-8 삼화빌딩
7212,방병원,02-1577-4447,"monday 08:30:00-17:30:00, tuesday 08:30:00-17:30:00, wednesday 08:30:00-17:30:00, thursday 08:30:00-17:30:00, friday 08:30:00-17:30:00, saturday 08:30:00-13:00:00",12:30:00-13:30:00,,"내과, 신경과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 재활의학과",서울 노원구 공릉동 680-10 2~9층
72278,새하늘이비인후과의원,02-951-9518,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"이비인후과, 내과, 소아청소년과",서울 노원구 상계동 649-3 세일빌딩 3층
72327,서울미소그린치과의원,02-975-7502,"monday 10:00:00-18:30:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-18:30:00, thursday 10:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 10:00:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 치과보철과, 치과교정과",서울 노원구 중계동 506 브라운스톤중계 2층
72639,시카고치과의원,02-934-2875,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 14:00:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 상계동 749-9 동보빌딩
72713,아비쥬의원 노원점,15440377,"monday 10:30:00-20:30:00, tuesday 10:30:00-20:30:00, wednesday 10:30:00-20:30:00, thursday 10:30:00-20:30:00, friday 10:30:00-20:30:00, saturday 10:00:00-16:30:00",14:00:00-15:00:00,,"성형외과, 피부과, 가정의학과","서울 노원구 상계동 711-13 삼양빌딩 2,5층, 서울 노원구"
72866,연세덴티플러스치과의원,02-932-9200,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 상계동 716 기업은행빌딩 7층 701호
72899,연세웰치과의원,02-930-2875,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-13:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",서울 노원구 상계동 1115-2 모아빌딩 3층
72932,퍼스트원치과교정과치과의원,02-951-2275,"monday 10:00:00-19:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-15:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",서울 노원구 상계동 727-1 조광빌딩 9층
73187,은행나무한의원,02-3392-5911,"monday 09:30:00-18:30:00, tuesday 09:30:00-21:00:00, wednesday 09:30:00-18:30:00, thursday 14:00:00-21:00:00, friday 09:30:00-18:30:00, saturday 09:30:00-17:30:00",00:00:00-00:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 노원구 중계동 360-2 청구상가 4층
73552,좋은치과의원,02-974-6647,"monday 10:00:00-18:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-18:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-18:00:00, saturday 10:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 공릉동 576-19 하이서울빌딩
73659,척척마취통증의학과정형외과의원,02-971-2272,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-12:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 정형외과, 소아청소년과, 재활의학과",서울 노원구 공릉동 567-4
73936,한솔치과의원,02-949-2828,"monday 09:30:00-18:10:00, tuesday 09:30:00-18:10:00, wednesday 10:00:00-18:10:00, thursday 10:00:00-18:10:00, friday 09:30:00-18:10:00, saturday 09:00:00-13:30:00",13:00:00-14:10:00,13:00:00-14:10:00,치과,서울 노원구 중계동 506-1 건영옴니백화점 5층 한솔치과
73990,행복한마음한의원,02-931-0310,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-16:00:00",13:00:00-14:00:00,,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 노원구 상계동 734-3 노빌리안골드
7412,상계신경정신과의원,02-3391-7575,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"신경과, 정신건강의학과",서울 노원구 상계동 730-3 다모아빌딩
7413,상계연세소아과의원,02-931-5400,"monday 08:00:00-18:00:00, tuesday 08:00:00-18:00:00, wednesday 08:00:00-18:00:00, thursday 08:00:00-18:00:00, friday 08:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"소아청소년과, 내과, 이비인후과",서울 노원구 중계동 591 대호프라자 320호
74262,경희탑한의원,02-935-0303,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 1040-18 2층
74271,경희해독한의원,9333926,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-16:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",서울 노원구 상계동 1258 207호 희성오피앙
74353,구재용치과의원,02-935-1204,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 노원구 중계동 360-14 이진빌딩 3층
74470,김종섭한의원,02-977-8433,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-13:00:00, holiday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방신경정신과, 침구과",서울 노원구 중계동 512 무지개상가
74510,나무한의원,02-3392-1077,"monday 10:00:00-19:00:00, tuesday 10:00:00-18:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-18:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-15:00:00, holiday 10:00:00-15:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 중계동 361 롯데마트 중계점
74541,다담한의원,02-949-3900,"monday 09:30:00-19:00:00, tuesday 09:30:00-21:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-21:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 중계동 515-2 3층 노원다담한의원
74542,노원방사선과의원,02-952-8733,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-13:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 영상의학과, 진단검사의학과",서울 노원구 상계동 731-3
74544,노원플러스치과의원,02-3391-2818,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 중계동 591 대호아파트
74889,문미호소아과의원,02-977-4695,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-13:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-16:00:00",13:00:00-14:00:00,13:00:00-14:00:00,소아청소년과,서울 노원구 하계동 271-3 벽산상가 208호
74953,미앤미의원,02-934-1111,"monday 10:00:00-20:00:00, tuesday 10:00:00-20:00:00, wednesday 14:00:00-21:00:00, thursday 10:00:00-20:00:00, friday 10:00:00-20:00:00, saturday 10:00:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"내과, 외과, 성형외과, 피부과, 비뇨의학과, 가정의학과",서울 노원구 상계동 731-3 상아빌딩 6층 미앤미의원 노원점
7498,서울메이플치과교정과치과의원,02-6925-0510,"monday 10:00:00-19:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 치과교정과",서울 노원구 중계동 366-9 스카이타워 203호
75044,박희운치과의원,02-931-0982,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-15:00:00",12:30:00-14:00:00,,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 노원구 중계동 366-6 그랜드프라자
75232,상계심내과의원,02-931-2525,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"내과, 소아청소년과",서울 노원구 상계동 1132-59 제성빌딩
75315,서울미소치과의원,02-904-2080,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 치과보철과","서울 노원구 월계동 951 월계센트럴파크상가 208, 209호, 서울 노원구"
75348,서울아인치과의원,02-931-9144,"monday 10:00:00-18:30:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-21:00:00, thursday 14:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",서울 노원구 상계동 734-5 동방빌딩
75367,서울이니셜치과,02-6677-2080,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-20:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",서울 노원구 중계동 366-4
7552,서울이잘난치과교정과치과의원,02-952-1273,"monday 10:30:00-18:30:00, tuesday 10:30:00-18:30:00, wednesday 10:30:00-21:00:00, friday 10:30:00-18:30:00, saturday 10:00:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 치과교정과",서울 노원구 상계동 746-1
7553,서울이튼치과의원,02-952-2121,"monday 10:00:00-21:00:00, tuesday 10:00:00-19:00:00, wednesday 10:00:00-21:00:00, thursday 10:00:00-19:00:00, friday 10:00:00-19:00:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 상계동 651-2 삼전빌딩 203호
75717,안수민치과의원,02-974-2610,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 하계동 271-3 건영아파트
75786,엘림소아청소년과의원,02-930-9343,"monday 09:00:00-18:30:00, tuesday 09:00:00-17:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"소아청소년과, 내과, 이비인후과",서울 노원구 중계동 364-20 그린코아상가
75799,여진주한의원,02-930-9008,"monday 10:00:00-21:00:00, tuesday 10:00:00-21:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-21:00:00, saturday 10:00:00-15:00:00, holiday 10:00:00-15:00:00",13:00:00-14:00:00,,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 709-1 은성빌딩 6층
75876,연세이비인후과의원,02-976-7033,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-12:30:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",12:50:00-14:00:00,13:00:00-14:00:00,이비인후과,서울 노원구 공릉동 597-17 대정빌딩 2층
7617,성모나무정신건강의학과의원,02-6925-0002,"monday 10:00:00-19:30:00, tuesday 10:00:00-19:30:00, wednesday 10:00:00-19:30:00, thursday 10:00:00-19:30:00, friday 10:00:00-19:30:00, saturday 10:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,정신건강의학과,서울 노원구 월계동 46-1 3층303호
76182,윤앤정와이앤제이성형외과의원,02-933-7788,"monday 11:00:00-19:00:00, tuesday 11:00:00-19:00:00, wednesday 11:00:00-19:00:00, friday 11:00:00-19:00:00, saturday 11:00:00-16:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 성형외과",서울 노원구 상계동 724-2 프린스빌딩 3층
76371,이필상정형외과의원,02-937-8275,"monday 09:00:00-18:30:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-18:30:00, friday 09:00:00-18:30:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"외과, 내과, 신경과, 정형외과, 신경외과, 비뇨의학과, 재활의학과",서울 노원구 중계동 360-7 세신빌딩 301호
76379,이홍석한의원,02-973-7533,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-13:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 노원구 월계동 13 삼호상가 312호
76557,조성욱치과의원,02-951-8275,"monday 10:00:00-18:30:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-18:30:00, thursday 10:00:00-18:30:00, friday 10:00:00-18:30:00, saturday 10:00:00-15:00:00",13:00:00-14:00:00,13:00:00-14:00:00,치과,서울 노원구 상계동 730-5 일신프라자 4층 404호
76584,좋은날치과의원,02-6436-2875,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","서울 노원구 공릉동 408-138 대상빌딩 3층 301, 302호, 서울 노원구"
76830,태안과의원,02-939-7733,"monday 09:00:00-18:00:00, tuesday 09:00:00-18:00:00, wednesday 09:00:00-18:00:00, thursday 09:00:00-18:00:00, friday 09:00:00-18:00:00, saturday 09:00:00-13:00:00",13:00:00-14:00:00,13:00:00-14:00:00,안과,서울 노원구 상계동 651-4 동남빌딩
76852,파티마피부과의원,02-938-3154,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"피부과, 비뇨의학과",서울 노원구 중계동 591 대호프라자
76856,퍼스트원 치과교정과치과의원,02-951-2276,"monday 10:00:00-19:00:00, tuesday 10:00:00-21:00:00, wednesday 10:00:00-19:00:00, thursday 10:00:00-21:00:00, friday 10:00:00-19:00:00, saturday 10:00:00-15:00:00",00:00:00-00:00:00,00:00:00-00:00:00,"치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과, 통합치의학과",서울 노원구 상계동 727-1 조광빌딩 9층 902호
76889,푸른치과의원,02-977-5300,"monday 09:30:00-18:30:00, tuesday 09:30:00-21:00:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 월계동 26-18 푸른치과의원
77121,화한의원,02-935-1075,"monday 09:30:00-18:30:00, tuesday 09:30:00-20:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-20:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-14:30:00",13:00:00-14:00:00,13:00:00-14:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 중계동 188-45 중석빌딩
77183,경희모세한의원,02-931-9315,"monday 09:00:00-19:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-19:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 111-479
77184,경희비웰한의원,02-3391-8575,"monday 09:00:00-19:00:00, tuesday 09:00:00-20:30:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-20:30:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과, 한방응급",서울 노원구 상계동 603-2 하이웰빙상가 2층
77317,드림이비인후과의원,02-906-3313,"monday 09:30:00-18:30:00, tuesday 09:30:00-18:30:00, wednesday 09:30:00-18:30:00, thursday 09:30:00-18:30:00, friday 09:30:00-18:30:00, saturday 09:30:00-13:30:00",13:00:00-14:00:00,00:00:00-00:00:00,이비인후과,서울 노원구 월계동 947 롯데캐슬 루나
77357,경희무릅나무한의원,02-3391-7588,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-15:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-15:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 상계동 1119-95 수연빌딩5층
77505,서울안과의원,02-951-1231,"monday 09:30:00-18:00:00, tuesday 09:30:00-18:00:00, wednesday 09:30:00-18:00:00, thursday 09:30:00-18:00:00, friday 09:30:00-18:00:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,안과,서울 노원구 상계동 731-3 상아빌딩
77510,서울용치과의원,02-939-9995,"monday 10:00:00-20:00:00, tuesday 10:00:00-18:30:00, wednesday 10:00:00-17:00:00, thursday 10:00:00-20:00:00, friday 10:00:00-18:30:00, saturday 10:00:00-13:00:00, sunday 10:00:00-13:00:00, holiday 10:00:00-13:00:00",13:00:00-14:00:00,00:00:00-00:00:00,치과,서울 노원구 중계동 450-1 의암빌딩 4층
77872,코아한의원,02-3296-0270,"monday 09:30:00-19:00:00, tuesday 09:30:00-19:00:00, wednesday 09:30:00-19:00:00, thursday 09:30:00-19:00:00, friday 09:30:00-19:00:00, saturday 09:30:00-14:00:00",13:00:00-14:00:00,00:00:00-00:00:00,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과, 한방재활의학과, 사상체질과",서울 노원구 중계동 509-1 302호
78049,88플러스내과의원,02-972-8800,"monday 08:00:00-18:00:00, tuesday 08:00:00-18:00:00, wednesday 08:00:00-18:00:00, thursday 08:00:00-18:00:00, friday 08:00:00-18:00:00, saturday 08:00:00-14:00:00",13:00:00-14:00:00,,내과,"서울 노원구 공릉동 441-93 지하1층 201,202호 우은빌딩, 서울 노원구"
78125,공릉성모마취통증의학과의원,02-979-1231,"monday 09:00:00-21:00:00, tuesday 09:00:00-19:00:00, wednesday 09:00:00-19:00:00, thursday 09:00:00-21:00:00, friday 09:00:00-19:00:00, saturday 09:00:00-14:00:00",13:00:00-14:00:00,,"마취통증의학과, 내과, 외과, 정형외과, 신경외과, 흉부외과, 소아청소년과, 안과, 이비인후과, 피부과, 재활의학과, 가정의학과",서울 노원구 공릉동 419-19
78186,노원센트럴의원,02-2242-8602,,13:00:00-14:00:00,00:00:00-00:00:00,"내과, 신경과, 외과, 정형외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 가정의학과, 응급의학과","서울 노원구 상계동 72-8 201,202호 , 서울 노원구"
78187,노원진마취통증의학과의원,02-979-7553,"monday 09:00:00-20:00:00, tuesday 09:00:00-18:30:00, wednesday 09:00:00-18:30:00, thursday 09:00:00-20:00:00, friday 09:00:00-18:30:00, saturday 09:30:00-13:00:00",13:00:00-14:00:00,,"마취통증의학과, 정형외과, 신경외과, 피부과, 재활의학과","서울 노원구 공릉동 633-17 성종빌딩 2,3층 , 서울 노원구"
78249,더조은내과의원,02-948-1400,"monday 08:30:00-19:00:00, tuesday 08:30:00-19:00:00, wednesday 08:30:00-19:00:00, thursday 08:30:00-19:00:00, friday 08:30:00-19:00:00, saturday 08:30:00-14:00:00",13:00:00-14:00:00,,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 가정의학과",서울 노원구 공릉동 383-7 스테이션빌 빌딩 2층
78276,라두스의원,,,00:00:00-00:00:00,00:00:00-00:00:00,,"서울 노원구 중계동 434-18 지하1,지상1,2층 , 서울 노원구"
